exercise_name,educational_list,parser_list
ps_python_modulo_is_even,"[ArithmeticOperation, BooleanEvaluating, CallingFunctionLibrary, CheckingCondition, FindRemainder, HandlingFunction, IfElseChecking]","[==, ArithmeticExpression, ArtithmeticOperator, BinaryOperation, BooleanExpression, BooleanLiteral, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, ExpressionStatement, FunctionDefinition, IfElseStatement, IntegerLiteral, JumpStatement, Literal, LogicalExpression, Modulus, NumericLiteral, ReturnStatement, Statement]"
ps_python_nested_calls,"[Addition, ArithmeticOperation, CallingFunctionCallingFunction, CallingFunctionLibrary, DefiningStandardFunction, HandlingFunction, HandlingFunctionCallingFunction, HandlingStandardFunction, Multiplication, NestedFunctionCall, Printing, Python]","[*, +, =, ArithmeticExpression, ArtithmeticOperator, BinaryOperation, BuiltInFunction, Call, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IntegerLiteral, JumpStatement, NumericLiteral, Operator, ReturnStatement, Statement, print()]"
ps_python_nested_ifs,"[BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, HandlingFunction, HandlingStandardFunction, NestedIfChecking, Printing, Python]","[=, ==, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, FunctionCall, IfElifStatement, IfElseStatement, IntegerLiteral, Less, LessOrEqual, Literal, LogicalExpression, NumericLiteral, Operator, StringLiteral, print()]"
ps_python_nested_lists_indexing,"[AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, Create2DArray, CreatingList, HandlingFunction, HandlingList, HandlingStandardFunction, HandlingString, Indexing2DArray, IndexingList, IndexingString, ManagingVariable, Printing, Python, TwoDimensionalArrayTask]","[=, AssignmentStatement, BuiltInFunction, Call, ExpressionStatement, FunctionCall, IndexingExpression, IntegerLiteral, ListLiteral, LiteralCollection, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, SubscriptExpression, print()]"
ps_python_nested_loops,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, HandlingFunction, HandlingStandardFunction, ManagingVariable, MixedNestedLoopIteration, NestedLoopIteration, NestedWhileLoopIteration, Printing, Python, Substraction, UpdatingVariable, WhileLoopWith+=, WhileLoopWithUpdate]","[+, -, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ExpressionStatement, FunctionCall, IntegerLiteral, IterationStatement, Larger, Less, LogicalExpression, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, WhileStatement, print()]"
ps_python_printing_file_contents,"[AssigningVariable, CallingFunctionLibrary, CallingOOPMethod, CallingStandardFunction, ClosingFile, HandlingError, HandlingFile, HandlingFunction, HandlingInput, HandlingObjectOrientedProgramming, HandlingSpecificError, HandlingStandardFunction, ManagingVariable, NonNestedIteration, OpeningFile, Printing, Python, ReadingLine, SingleWhileLoopIteration, UpdatingVariable]","[=, AssignmentStatement, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, Error, ExceptionHandlingStatement, ExpressionStatement, FileMethod, FunctionCall, IterationStatement, Literal, LogicalExpression, NotEqual, OSError, Operator, SimpleAssignmentStatement, Statement, StringLiteral, TryStatement, WhileStatement, close(), open(), print(), readline()]"
ps_python_recursive_factorial,"[ArithmeticOperation, BooleanEvaluating, CallingRecursiveFunction, CheckingCondition, DefiningRecursiveFunction, HandlingRecursiveFunction, IfElseChecking, Multiplication, Substraction]","[*, -, ArithmeticExpression, ArtithmeticOperator, BinaryOperation, BooleanExpression, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IfElseStatement, IntegerLiteral, JumpStatement, Less, LogicalExpression, NumericLiteral, ReturnStatement, Statement]"
ps_python_string_indexing,"[AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, CreatingString, HandlingFunction, HandlingStandardFunction, HandlingString, IndexingString, ManagingVariable, Printing, Python, SlicingString, SplittingString]","[-, =, ArtithmeticOperator, AssignmentStatement, BuiltInFunction, Call, ExpressionStatement, FunctionCall, IndexingExpression, IntegerLiteral, Literal, NumericLiteral, Operator, SimpleAssignmentStatement, SlicingExpression, Statement, StringLiteral, SubscriptExpression, print()]"
ps_python_string_join,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingOOPMethod, CallingStandardFunction, CapitalizeString, Concatenation, CreatingList, CreatingString, HandlingFunction, HandlingList, HandlingObjectOrientedProgramming, HandlingStandardFunction, HandlingString, ManagingVariable, ModifyingStringCase, NestedFunctionCall, Printing, Python, TransformingToStringType]","[+, =, ArtithmeticOperator, AssignmentStatement, BuiltInFunction, Call, ExpressionStatement, FunctionCall, ListLiteral, Literal, LiteralCollection, Operator, SimpleAssignmentStatement, Statement, StringLiteral, StringMethod, capitalize(), join(), print()]"
ps_python_swap,"[AssigningVariable, ManagingVariable, SwappingVariablesValue]","[=, AssignmentStatement, ExpressionStatement, Operator, SimpleAssignmentStatement, Statement]"
ps_python_try_adding,"[Addition, ArithmeticOperation, CallingFunctionLibrary, HandlingError, HandlingFunction, HandlingSpecificError, Printing, Python]","[+, ArithmeticExpression, ArtithmeticOperator, BinaryOperation, BuiltInFunction, Call, DefinitionStatement, Error, ExceptionHandlingStatement, ExpressionStatement, FunctionCall, FunctionDefinition, JumpStatement, Literal, ReturnStatement, Statement, StringLiteral, TryStatement, TypeError, print()]"
ps_python_try_except,"[Addition, ArithmeticOperation, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, DefiningStandardFunction, HandlingError, HandlingFloat, HandlingFunction, HandlingSpecificError, HandlingStandardFunction, IfChecking, Multiplication, Printing, Python, TransformingToFloatType]","[*, +, ArithmeticExpression, ArtithmeticOperator, BinaryOperation, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, Error, ExceptionHandlingStatement, ExpressionStatement, FloatLiteral, FunctionCall, FunctionDefinition, IfStatement, JumpStatement, Less, Literal, LogicalExpression, NumericLiteral, RaiseStatement, ReturnStatement, Statement, StringLiteral, TryStatement, ValueError, print()]"
ps_python_xor,"[BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, HandlingFunction, HandlingStandardFunction, IfElifElseChecking, Printing, Python]","[==, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfElifElseStatement, IntegerLiteral, LogicalExpression, LogicalOperator, NumericLiteral, Statement, and, print()]"
ps_return_bigger_or_none,"[ArithmeticOperation, BooleanEvaluating, CheckingCondition, DefiningStandardFunction, FindMaximum, HandlingStandardFunction, IfElifChecking, IfElseChecking]","[ArithmeticExpression, BinaryOperation, BooleanExpression, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, FunctionDefinition, IfElifElseStatement, IfElifStatement, JumpStatement, Larger, Less, Literal, LogicalExpression, NoneLiteral, PassStatement, ReturnStatement]"
ps_simple_function,"[CallingFunctionLibrary, CreatingString, DefiningStandardFunction, HandlingFunction, HandlingStandardFunction, HandlingString, Printing, Python]","[BuiltInFunction, Call, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, Literal, Statement, StringLiteral, print()]"
ps_simple_params,"[Addition, ArithmeticOperation, CallingFunctionCallingFunction, CallingFunctionLibrary, CallingStandardFunction, DefiningStandardFunction, HandlingFunction, HandlingFunctionCallingFunction, HandlingStandardFunction, NestedFunctionCall, Printing, Python]","[+, ArithmeticExpression, ArtithmeticOperator, BinaryOperation, BuiltInFunction, Call, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IntegerLiteral, JumpStatement, NumericLiteral, ReturnStatement, Statement, print()]"
py_account2,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingOOPMethod, CallingStandardFunction, CheckingCondition, Concatenation, CreatingObject, CreatingString, DefiningClass, DefiningOOPMethod, DefiningStandardFunction, FormattingString, HandlingFunction, HandlingObjectOrientedProgramming, HandlingStandardFunction, HandlingString, IfChecking, ManagingVariable, Multiplication, Python, Substraction, UpdatingVariable]","[*, +, -, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, AugmentedAssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ClassDefinition, ClassMethod, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, ExpressionStatement, FloatLiteral, FunctionCall, FunctionDefinition, IfStatement, IntegerLiteral, JumpStatement, Larger, LargerOrEqual, Literal, LogicalExpression, LogicalOperator, NumericLiteral, Operator, ReturnStatement, SimpleAssignmentStatement, Statement, StringLiteral, StringMethod, __init()__, and, format(), print(), str()]"
py_adjacent_consecutive,"[ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, CheckingInWhileLoop, HandlingFunction, HandlingInput, HandlingInteger, HandlingStandardFunction, HandlingString, IfChecking, IfCheckingInWhileLoop, IfElseChecking, ManagingVariable, NonNestedIteration, Printing, Python, SingleWhileLoopIteration, Substraction, TransformingToIntType, TransformingToStringType, UpdatingVariable]","[-, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfStatement, IntegerLiteral, IterationStatement, Literal, LogicalExpression, NotEqual, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, WhileStatement, input(), int(), print()]"
py_adjacent_greater,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, CheckingInWhileLoop, HandlingFloat, HandlingFunction, HandlingInput, HandlingStandardFunction, IfChecking, IfCheckingInWhileLoop, IfElseChecking, ManagingVariable, NestedFunctionCall, NonNestedIteration, Printing, Python, SingleWhileLoopIteration, TransformingToFloatType, UpdatingVariable]","[=, ArithmeticExpression, AssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FloatLiteral, FunctionCall, IfStatement, IterationStatement, Larger, Literal, LogicalExpression, LogicalOperator, NotEqual, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, WhileStatement, and, float(), input(), print()]"
py_average_even_nums,"[Addition, ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, CheckingInWhileLoop, Division, FindRemainder, HandlingFunction, HandlingInput, HandlingInteger, HandlingStandardFunction, IfChecking, IfCheckingInWhileLoop, IfElseChecking, ManagingVariable, NonNestedIteration, Printing, Python, SingleWhileLoopIteration, TransformingToIntType, UpdatingVariable, WhileLoopWith+=, WhileLoopWithUpdate]","[+, /, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, AugmentedAssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfElseStatement, IfStatement, IntegerLiteral, IterationStatement, Literal, LogicalExpression, Modulus, NotEqual, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, WhileStatement, input(), int(), print()]"
py_average_float,"[Addition, ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, CreatingString, Division, HandlingFloat, HandlingFunction, HandlingInput, HandlingStandardFunction, HandlingString, IfChecking, IfElseChecking, ManagingVariable, NonNestedIteration, Printing, Python, SingleWhileLoopIteration, TransformingToFloatType, UpdatingVariable, WhileLoopWith+=, WhileLoopWithUpdate]","[+, /, =, ==, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, AugmentedAssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FloatLiteral, FunctionCall, IfElseStatement, IntegerLiteral, IterationStatement, LargerOrEqual, Literal, LogicalExpression, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, WhileStatement, float(), input(), print()]"
py_average_list_elements,"[Addition, ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CheckingCondition, CreatingList, Division, FindingLength, ForLoopWith+=, ForLoopWithUpdate, HandlingFloat, HandlingFunction, HandlingList, IfElseChecking, ManagingVariable, NonNestedIteration, Printing, Python, SingleForLoopIteration, TransformingToFloatType, UpdatingVariable]","[+, /, =, ==, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, AugmentedAssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, ExpressionStatement, ForStatement, FunctionCall, FunctionDefinition, IfElseStatement, IntegerLiteral, IterationStatement, ListLiteral, Literal, LiteralCollection, LogicalExpression, MembershipOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, in, len(), print()]"
py_bmi_calculator,"[ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, CreatingString, Division, HandlingFloat, HandlingFunction, HandlingInput, HandlingInteger, HandlingStandardFunction, HandlingString, ManagingVariable, Multiplication, Power, Printing, Python, TransformingToFloatType, TransformingToIntType]","[*, **, /, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, FloatLiteral, FunctionCall, Literal, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, float(), input(), print()]"
py_bmi_calculator2,"[ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, CreatingString, Division, HandlingFloat, HandlingFunction, HandlingInput, HandlingInteger, HandlingStandardFunction, HandlingString, ManagingVariable, Multiplication, Power, Printing, Python, Round, TransformingToFloatType, TransformingToIntType, UpdatingVariable]","[*, **, /, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, FunctionCall, IntegerLiteral, Literal, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, float(), input(), print(), round()]"
py_boolean_dry_hot,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CheckingCondition, HandlingFunction, HandlingInput, HandlingInteger, IfElseChecking, ManagingVariable, NestedFunctionCall, Printing, Python, TransformingToIntType, UpdatingVariable]","[=, ==, AssignmentStatement, BooleanExpression, BooleanLiteral, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfElseStatement, IntegerLiteral, Literal, LogicalExpression, LogicalOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, and, input(), int(), print()]"
py_boolean_dry_hot2,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CheckingCondition, CreatingString, HandlingFloat, HandlingFunction, HandlingInput, HandlingInteger, HandlingString, IfChecking, IfElseChecking, ManagingVariable, Printing, Python, TransformingToFloatType, TransformingToIntType, UpdatingVariable]","[=, ==, AssignmentStatement, BooleanExpression, BooleanLiteral, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfElseStatement, IntegerLiteral, Literal, LogicalExpression, LogicalOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, input(), int(), or, print()]"
py_boolean_dry_hot3,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CheckingCondition, CreatingString, HandlingFunction, HandlingInput, HandlingInteger, HandlingString, IfElseChecking, ManagingVariable, NestedFunctionCall, Printing, Python, TransformingToIntType, TransformingToStringType, UpdatingVariable]","[=, ==, AssignmentStatement, BooleanExpression, BooleanLiteral, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfElseStatement, IntegerLiteral, Literal, LogicalExpression, LogicalOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, and, input(), int(), not, print()]"
py_boolean_dry_hot4,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CheckingCondition, CreatingString, HandlingFunction, HandlingInput, HandlingInteger, HandlingString, IfChecking, IfElseChecking, ManagingVariable, Printing, Python, TransformingToIntType, UpdatingVariable]","[=, ==, AssignmentStatement, BooleanExpression, BooleanLiteral, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfElseStatement, IntegerLiteral, Literal, LogicalExpression, LogicalOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, and, input(), int(), not, or, print()]"
py_char_dict,"[AccessingDictionary, AddingItemToDictionary, Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, CheckingForItem, CheckingInForLoop, CreatingDictionary, CreatingString, DefiningStandardFunction, ForLoopWith+=, ForLoopWithUpdate, HandlingDictionary, HandlingFunction, HandlingInput, HandlingStandardFunction, HandlingString, IfElseChecking, IfElseCheckingInForLoop, IndexingDictionary, IndexingString, ManagingVariable, NonNestedIteration, Printing, Python, ReplacingDictionaryElement, SingleForLoopIteration, UpdatingVariable]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, AugmentedAssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ConditionalStatement, DefinitionStatement, DictLiteral, DictionaryMethod, ExpressionStatement, ForStatement, FunctionCall, FunctionDefinition, IfElseStatement, IfStatement, IndexingExpression, IntegerLiteral, IterationStatement, Literal, LiteralCollection, LogicalExpression, MembershipOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, SubscriptExpression, in, input(), keys(), print(), str()]"
py_check_adjacent,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, CheckingInWhileLoop, HandlingFloat, HandlingFunction, HandlingInput, HandlingStandardFunction, IfChecking, IfCheckingInWhileLoop, IfElseChecking, ManagingVariable, NonNestedIteration, Printing, Python, SingleWhileLoopIteration, TransformingToFloatType, UpdatingVariable]","[=, ==, ArithmeticExpression, AssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FloatLiteral, FunctionCall, IfStatement, IterationStatement, Literal, LogicalExpression, NotEqual, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, WhileStatement, float(), input(), print()]"
py_check_age,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingOOPMethod, CallingStandardFunction, CheckingCondition, Concatenation, CreatingList, CreatingString, DefiningStandardFunction, HandlingError, HandlingFunction, HandlingInput, HandlingInteger, HandlingList, HandlingObjectOrientedProgramming, HandlingSpecificError, HandlingStandardFunction, HandlingString, IfElseChecking, IndexingList, IndexingString, ManagingVariable, NestedFunctionCall, Printing, Python, SplittingString, TransformingToIntType]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, Error, ExceptionHandlingStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IfElseStatement, IfStatement, IndexError, IndexingExpression, IntegerLiteral, LargerOrEqual, LessOrEqual, ListLiteral, Literal, LiteralCollection, LogicalExpression, LogicalOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, StringMethod, SubscriptExpression, TryStatement, ValueError, and, input(), int(), print(), split()]"
py_check_age2,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, CheckingInWhileLoop, Concatenation, CreatingList, DefiningStandardFunction, HandlingError, HandlingFunction, HandlingInput, HandlingInteger, HandlingList, HandlingSpecificError, HandlingStandardFunction, HandlingString, IfElseChecking, IfElseCheckingInWhileLoop, IndexingList, IndexingString, ManagingVariable, NonNestedIteration, Printing, Python, SingleWhileLoopIteration, SplittingString, TransformingToIntType, UpdatingVariable, WhileLoopWithListIndexing, WhileLoopWithUpdate]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanExpression, BooleanLiteral, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, Error, ExceptionHandlingStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IfElseStatement, IndexError, IndexingExpression, IntegerLiteral, IterationStatement, LargerOrEqual, LessOrEqual, ListLiteral, Literal, LiteralCollection, LogicalExpression, LogicalOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, StringMethod, SubscriptExpression, TryStatement, ValueError, WhileStatement, and, input(), int(), print(), split()]"
py_check_product_code,"[Addition, ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, CheckingInWhileLoop, DefiningStandardFunction, HandlingError, HandlingFunction, HandlingInput, HandlingSpecificError, HandlingStandardFunction, HandlingString, HandlingTuple, IfCheckingInWhileLoop, IndexingString, IndexingTuple, ManagingVariable, NonNestedIteration, Printing, Python, SingleWhileLoopIteration, UpdatingVariable, WhileLoopWith+=, WhileLoopWithListIndexing, WhileLoopWithUpdate]","[+, =, ==, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, AugmentedAssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, Error, ExceptionHandlingStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IfStatement, IndexError, IndexingExpression, IntegerLiteral, IterationStatement, Literal, LogicalExpression, NotEqual, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, SubscriptExpression, TryStatement, WhileStatement, input(), print()]"
py_check_product_code2,"[Addition, ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, CheckingInWhileLoop, CreatingString, DefiningStandardFunction, HandlingError, HandlingFunction, HandlingInput, HandlingInteger, HandlingSpecificError, HandlingStandardFunction, HandlingString, HandlingTuple, IfChecking, IfCheckingInWhileLoop, IfElseChecking, IndexingString, IndexingTuple, ManagingVariable, NestedFunctionCall, NonNestedIteration, Printing, Python, SingleWhileLoopIteration, SlicingString, SlicingTuple, TransformingToIntType, UpdatingVariable, WhileLoopWith+=, WhileLoopWithListIndexing, WhileLoopWithUpdate]","[+, =, ==, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, AugmentedAssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, Error, ExceptionHandlingStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IfStatement, IndexError, IndexingExpression, IntegerLiteral, IterationStatement, LargerOrEqual, Literal, LogicalExpression, LogicalOperator, NotEqual, NumericLiteral, Operator, SimpleAssignmentStatement, SlicingExpression, Statement, StringLiteral, SubscriptExpression, TryStatement, ValueError, WhileStatement, and, input(), int(), print()]"
py_concat_char_two_str,"[Addition, ArithmeticOperation, CallingFunctionCallingFunction, CallingFunctionLibrary, CallingStandardFunction, Concatenation, CreatingString, DefiningStandardFunction, HandlingFunction, HandlingFunctionCallingFunction, HandlingStandardFunction, HandlingString, IndexingString, Printing, Python, SlicingString, TrimmingString]","[+, ArithmeticExpression, ArtithmeticOperator, BinaryOperation, BuiltInFunction, Call, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, JumpStatement, Literal, ReturnStatement, SlicingExpression, Statement, StringLiteral, SubscriptExpression, print()]"
py_concat_char_two_str2,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, Concatenation, CreatingString, DefiningStandardFunction, HandlingFunction, HandlingStandardFunction, HandlingString, IndexingString, ManagingVariable, Printing, Python, SlicingString, SplittingString, SwappingVariablesValue]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, JumpStatement, Literal, Operator, ReturnStatement, SimpleAssignmentStatement, SlicingExpression, Statement, StringLiteral, SubscriptExpression, print(), str()]"
py_concat_str_num,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionCallingFunction, CallingFunctionLibrary, CallingStandardFunction, Concatenation, CreatingString, HandlingFunction, HandlingFunctionCallingFunction, HandlingInteger, HandlingStandardFunction, HandlingString, ManagingVariable, NestedFunctionCall, Printing, Python, TransformingToIntType, TransformingToStringType]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, FunctionCall, IntegerLiteral, Literal, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, print(), str()]"
py_concat_str_num2,"[ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, Concatenation, CreatingString, HandlingFunction, HandlingInteger, HandlingStandardFunction, HandlingString, ManagingVariable, Multiplication, NestedFunctionCall, Printing, Python, TransformingToIntType, TransformingToStringType]","[*, +, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, FunctionCall, IntegerLiteral, Literal, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, print(), str()]"
py_concat_string_num3,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionCallingFunction, CallingFunctionLibrary, CallingStandardFunction, Concatenation, CreatingString, HandlingFunction, HandlingFunctionCallingFunction, HandlingStandardFunction, HandlingString, ManagingVariable, NestedFunctionCall, Printing, Python, TransformingToStringType]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, FunctionCall, IntegerLiteral, Literal, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, print(), str()]"
py_digits,"[ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, Division, FindRemainder, HandlingFunction, HandlingStandardFunction, ManagingVariable, NonNestedIteration, Printing, Python, SingleWhileLoopIteration, UpdatingVariable]","[//, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ExpressionStatement, FunctionCall, IntegerLiteral, IterationStatement, Larger, LogicalExpression, Modulus, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, WhileStatement, print()]"
py_display_time2,"[ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, Concatenation, Division, FindRemainder, HandlingFunction, HandlingInput, HandlingInteger, HandlingStandardFunction, ManagingVariable, Printing, Python, TransformingToIntType]","[//, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, FunctionCall, IntegerLiteral, Literal, Modulus, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, input(), int(), print()]"
