exercise_name,educational_list,parser_list
ps_python_list_to_dict,"[AccessingDictionary, AssigningVariable, CallingFunctionLibrary, CallingOOPMethod, CallingStandardFunction, CreatingDictionary, CreatingList, CreatingObject, CreatingTuple, HandlingDictionary, HandlingFunction, HandlingList, HandlingObjectOrientedProgramming, HandlingStandardFunction, HandlingTuple, ManagingVariable, Printing, Python]","[=, AssignmentStatement, BuiltInFunction, Call, DictionaryMethod, ExpressionStatement, FunctionCall, ListLiteral, Literal, LiteralCollection, Operator, SimpleAssignmentStatement, Statement, StringLiteral, TupleLiteral, dict(), get(), print()]"
ps_python_modulo_is_even,"[ArithmeticOperation, BooleanEvaluating, CheckingCondition, DefiningStandardFunction, FindRemainder, HandlingStandardFunction, IfElseChecking]","[==, ArithmeticExpression, ArtithmeticOperator, BinaryOperation, BooleanExpression, BooleanLiteral, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, FunctionDefinition, IfElifElseStatement, IfElseStatement, IntegerLiteral, JumpStatement, Literal, LogicalExpression, Modulus, NumericLiteral, ReturnStatement]"
ps_python_nested_calls,"[Addition, ArithmeticOperation, CallingFunctionCallingFunction, CallingFunctionLibrary, CallingStandardFunction, DefiningStandardFunction, HandlingFunction, HandlingFunctionCallingFunction, HandlingStandardFunction, Multiplication, NestedFunctionCall, Printing, Python]","[*, +, ArithmeticExpression, ArtithmeticOperator, BinaryOperation, BuiltInFunction, Call, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IntegerLiteral, JumpStatement, NumericLiteral, ReturnStatement, Statement, print()]"
ps_python_nested_ifs,"[BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, HandlingFunction, HandlingStandardFunction, IfChecking, IfElifChecking, IfElseChecking, NestedIfChecking, Printing, Python]","[==, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfElifElseStatement, IfStatement, Less, LessOrEqual, Literal, LogicalExpression, Statement, StringLiteral, print()]"
ps_python_nested_lists_indexing,"[AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, Create2DArray, CreatingList, HandlingFunction, HandlingList, HandlingStandardFunction, Indexing2DArray, IndexingList, ManagingVariable, Printing, Python, TwoDimensionalArrayTask]","[=, AssignmentStatement, BuiltInFunction, Call, ExpressionStatement, FunctionCall, IndexingExpression, IntegerLiteral, ListLiteral, LiteralCollection, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, SubscriptExpression, print()]"
ps_python_nested_loops,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, HandlingFunction, HandlingStandardFunction, ManagingVariable, MixedNestedLoopIteration, NestedLoopIteration, NestedWhileLoopIteration, Printing, Python, Substraction, UpdatingVariable]","[+, -, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ExpressionStatement, FunctionCall, IntegerLiteral, IterationStatement, Larger, Less, LogicalExpression, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, WhileStatement, print()]"
ps_python_printing_file_contents,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, ClosingFile, HandlingError, HandlingFile, HandlingFunction, HandlingInput, HandlingSpecificError, HandlingStandardFunction, ManagingVariable, NonNestedIteration, OpeningFile, Printing, Python, ReadingLine, SingleWhileLoopIteration, UpdatingVariable]","[=, AssignmentStatement, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, Error, ExceptionHandlingStatement, ExpressionStatement, FileMethod, FunctionCall, IterationStatement, Literal, LogicalExpression, NotEqual, OSError, Operator, SimpleAssignmentStatement, Statement, StringLiteral, TryStatement, WhileStatement, close(), open(), print(), readline()]"
ps_python_recursive_factorial,"[ArithmeticOperation, BooleanEvaluating, CheckingCondition, DefiningRecursiveFunction, HandlingRecursiveFunction, IfChecking, IfElseChecking, Multiplication, Substraction]","[*, -, ArithmeticExpression, ArtithmeticOperator, BinaryOperation, BooleanExpression, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IfElseStatement, IntegerLiteral, JumpStatement, Less, LogicalExpression, NumericLiteral, ReturnStatement, Statement, UnaryOperation]"
ps_python_string_indexing,"[AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, CreatingString, HandlingFunction, HandlingStandardFunction, HandlingString, IndexingString, ManagingVariable, Printing, Python, SlicingString]","[=, AssignmentStatement, BuiltInFunction, Call, ExpressionStatement, FunctionCall, IndexingExpression, IntegerLiteral, Literal, NumericLiteral, Operator, SimpleAssignmentStatement, SlicingExpression, Statement, StringLiteral, SubscriptExpression, print()]"
ps_python_string_join,"[AssigningVariable, CallingFunctionLibrary, CallingOOPMethod, CallingStandardFunction, CapitalizeString, Concatenation, CreatingList, CreatingString, HandlingFunction, HandlingList, HandlingObjectOrientedProgramming, HandlingStandardFunction, HandlingString, ManagingVariable, ModifyingStringCase, NestedFunctionCall, Printing, Python]","[+, =, ArtithmeticOperator, AssignmentStatement, BuiltInFunction, Call, ExpressionStatement, FunctionCall, ListLiteral, Literal, LiteralCollection, Operator, SimpleAssignmentStatement, Statement, StringLiteral, StringMethod, capitalize(), join(), print()]"
ps_python_swap,"[AssigningVariable, ManagingVariable, SwappingVariablesValue]","[=, AssignmentStatement, Operator, SimpleAssignmentStatement]"
ps_python_try_adding,"[Addition, ArithmeticOperation, CallingFunctionLibrary, CallingStandardFunction, HandlingError, HandlingFunction, HandlingSpecificError, HandlingStandardFunction, Printing, Python]","[+, ArithmeticExpression, ArtithmeticOperator, BinaryOperation, BuiltInFunction, DefinitionStatement, Error, ExceptionHandlingStatement, ExpressionStatement, FunctionDefinition, JumpStatement, Literal, ReturnStatement, Statement, StringLiteral, TryStatement, TypeError, print()]"
ps_python_try_except,"[BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, DefiningStandardFunction, HandlingError, HandlingFunction, HandlingSpecificError, HandlingStandardFunction, IfChecking, Printing, Python]","[*, +, =, ArithmeticExpression, ArtithmeticOperator, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, Error, ExceptionHandlingStatement, ExpressionStatement, FloatLiteral, FunctionCall, FunctionDefinition, IfStatement, IntegerLiteral, JumpStatement, Less, Literal, LogicalExpression, NumericLiteral, Operator, RaiseStatement, ReturnStatement, Statement, StringLiteral, TryStatement, ValueError, print()]"
ps_python_xor,"[BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, HandlingFunction, HandlingStandardFunction, IfElifElseChecking, Printing, Python]","[==, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfElifElseStatement, IfElifStatement, IntegerLiteral, LogicalExpression, LogicalOperator, NumericLiteral, Statement, and, print()]"
ps_return_bigger_or_none,"[ArithmeticOperation, BooleanEvaluating, CheckingCondition, DefiningStandardFunction, FindMaximum, HandlingStandardFunction, IfChecking, IfElifChecking, IfElifElseChecking]","[ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, ExpressionStatement, FunctionDefinition, IfElifElseStatement, IfElifStatement, IfElseStatement, IfStatement, JumpStatement, Larger, Less, Literal, LogicalExpression, NoneLiteral, ReturnStatement, Statement]"
ps_simple_function,"[CallingFunctionCallingFunction, CallingFunctionLibrary, CallingStandardFunction, CreatingString, DefiningFunctionCallingFunction, HandlingFunction, HandlingFunctionCallingFunction, HandlingStandardFunction, HandlingString, Printing, Python]","[BuiltInFunction, Call, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, Literal, Statement, StringLiteral, print()]"
ps_simple_params,"[Addition, ArithmeticOperation, CallingFunctionLibrary, CallingStandardFunction, HandlingFunction, HandlingStandardFunction, Printing, Python]","[+, ArithmeticExpression, ArtithmeticOperator, BinaryOperation, BuiltInFunction, Call, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IntegerLiteral, JumpStatement, NumericLiteral, ReturnStatement, Statement, print()]"
py_account2,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CheckingCondition, CreatingObject, CreatingString, DefiningClass, DefiningOOPMethod, FormattingString, HandlingFunction, HandlingObjectOrientedProgramming, HandlingString, IfChecking, ManagingVariable, Multiplication, Printing, Python, Substraction, UpdatingVariable]","[*, +, -, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, AugmentedAssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ClassDefinition, ClassMethod, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, ExpressionStatement, FloatLiteral, FunctionCall, FunctionDefinition, IfStatement, IntegerLiteral, JumpStatement, Larger, LargerOrEqual, Literal, LogicalExpression, LogicalOperator, NumericLiteral, Operator, ReturnStatement, SimpleAssignmentStatement, Statement, StringLiteral, StringMethod, __init()__, and, format(), print()]"
py_adjacent_consecutive,"[ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, CheckingInWhileLoop, HandlingFunction, HandlingInput, HandlingInteger, HandlingStandardFunction, IfChecking, IfCheckingInWhileLoop, IfElseChecking, ManagingVariable, NonNestedIteration, Printing, Python, SingleWhileLoopIteration, Substraction, TransformingToIntType, UpdatingVariable]","[-, =, ==, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfStatement, IntegerLiteral, IterationStatement, Literal, LogicalExpression, LogicalOperator, NotEqual, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, WhileStatement, and, input(), int(), print()]"
py_adjacent_greater,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, CheckingInWhileLoop, HandlingFloat, HandlingFunction, HandlingInput, HandlingStandardFunction, IfChecking, IfCheckingInWhileLoop, ManagingVariable, NonNestedIteration, Printing, Python, SingleWhileLoopIteration, TransformingToFloatType, UpdatingVariable]","[=, ArithmeticExpression, AssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfStatement, IntegerLiteral, IterationStatement, Larger, Literal, LogicalExpression, NotEqual, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, WhileStatement, float(), input(), print()]"
py_average_even_nums,"[Addition, ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, CheckingInWhileLoop, CreatingString, Division, FindRemainder, HandlingFunction, HandlingInput, HandlingInteger, HandlingStandardFunction, HandlingString, IfChecking, IfCheckingInWhileLoop, IfElseChecking, ManagingVariable, NonNestedIteration, Printing, Python, SingleWhileLoopIteration, TransformingToIntType, UpdatingVariable, WhileLoopWith+=, WhileLoopWithUpdate]","[+, /, =, ==, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, AugmentedAssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfElseStatement, IfStatement, IntegerLiteral, IterationStatement, Literal, LogicalExpression, Modulus, NotEqual, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, WhileStatement, input(), int(), print()]"
py_average_float,"[Addition, ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, CreatingString, Division, HandlingFloat, HandlingFunction, HandlingInput, HandlingStandardFunction, HandlingString, IfChecking, IfElseChecking, ManagingVariable, NonNestedIteration, Printing, Python, SingleWhileLoopIteration, TransformingToFloatType, UpdatingVariable, WhileLoopWith+=, WhileLoopWithUpdate]","[+, /, =, ==, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, AugmentedAssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FloatLiteral, FunctionCall, IfElseStatement, IfStatement, IntegerLiteral, IterationStatement, LargerOrEqual, Literal, LogicalExpression, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, WhileStatement, float(), input(), print()]"
py_average_list_elements,"[Addition, ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, CreatingList, DefiningStandardFunction, Division, FindingLength, ForLoopWith+=, ForLoopWithUpdate, HandlingFunction, HandlingList, HandlingStandardFunction, IfElseChecking, ManagingVariable, NonNestedIteration, Printing, Python, SingleForLoopIteration, UpdatingVariable]","[+, /, =, ==, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, AugmentedAssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, ExpressionStatement, FloatLiteral, ForStatement, FunctionCall, FunctionDefinition, IfElseStatement, IntegerLiteral, IterationStatement, ListLiteral, Literal, LiteralCollection, LogicalExpression, MembershipOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, in, len(), print()]"
py_bmi_calculator,"[ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, CreatingString, Division, HandlingFloat, HandlingFunction, HandlingInput, HandlingStandardFunction, HandlingString, ManagingVariable, Multiplication, Power, Printing, Python, TransformingToFloatType]","[*, **, /, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, FloatLiteral, FunctionCall, Literal, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, float(), input(), print()]"
py_bmi_calculator2,"[ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, CreatingString, Division, HandlingFloat, HandlingFunction, HandlingInput, HandlingStandardFunction, HandlingString, ManagingVariable, Multiplication, Power, Printing, Python, Round, TransformingToFloatType, UpdatingVariable]","[*, **, /, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, FloatLiteral, FunctionCall, IntegerLiteral, Literal, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, float(), input(), print(), round()]"
py_boolean_dry_hot,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, CreatingString, HandlingFunction, HandlingInput, HandlingInteger, HandlingStandardFunction, HandlingString, IfElseChecking, ManagingVariable, Printing, Python, TransformingToIntType]","[=, ==, AssignmentStatement, BooleanExpression, BooleanLiteral, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfElseStatement, IntegerLiteral, Literal, LogicalExpression, LogicalOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, and, input(), int(), print()]"
py_boolean_dry_hot2,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, CreatingString, HandlingFunction, HandlingInput, HandlingInteger, HandlingStandardFunction, HandlingString, IfElseChecking, ManagingVariable, Printing, Python, TransformingToIntType]","[=, ==, AssignmentStatement, BooleanExpression, BooleanLiteral, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfElseStatement, IntegerLiteral, Literal, LogicalExpression, LogicalOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, input(), int(), or, print()]"
py_boolean_dry_hot3,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, CreatingString, HandlingFunction, HandlingInput, HandlingInteger, HandlingStandardFunction, HandlingString, IfElseChecking, ManagingVariable, Printing, Python, TransformingToIntType]","[=, ==, AssignmentStatement, BooleanExpression, BooleanLiteral, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfElseStatement, IntegerLiteral, Literal, LogicalExpression, LogicalOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, and, input(), int(), not, print()]"
py_boolean_dry_hot4,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, CreatingString, HandlingFunction, HandlingInput, HandlingInteger, HandlingStandardFunction, HandlingString, IfElseChecking, ManagingVariable, Printing, Python, TransformingToIntType]","[=, ==, AssignmentStatement, BooleanExpression, BooleanLiteral, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FunctionCall, IfElseStatement, IfStatement, IntegerLiteral, Literal, LogicalExpression, LogicalOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, and, input(), int(), not, or, print()]"
py_char_dict,"[AccessingDictionary, AddingItemToDictionary, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, CheckingForItem, CheckingInForLoop, CreatingDictionary, CreatingString, DefiningStandardFunction, HandlingDictionary, HandlingFunction, HandlingInput, HandlingStandardFunction, HandlingString, IfElseChecking, IfElseCheckingInForLoop, IndexingDictionary, ManagingVariable, NonNestedIteration, Printing, Python, ReplacingDictionaryElement, SingleForLoopIteration, UpdatingVariable]","[=, ArithmeticExpression, AssignmentStatement, BinaryOperation, BuiltInFunction, ComparisonExpression, ConditionalStatement, DefinitionStatement, DictLiteral, ForStatement, FunctionDefinition, IfElseStatement, IndexingExpression, IterationStatement, Literal, LiteralCollection, LogicalExpression, MembershipOperator, Operator, SimpleAssignmentStatement, StringLiteral, SubscriptExpression, in, input(), print()]"
py_check_adjacent,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, CheckingInWhileLoop, HandlingFloat, HandlingFunction, HandlingInput, HandlingStandardFunction, IfCheckingInWhileLoop, ManagingVariable, NonNestedIteration, Printing, Python, SingleWhileLoopIteration, TransformingToFloatType, UpdatingVariable]","[=, ==, ArithmeticExpression, AssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, ExpressionStatement, FloatLiteral, FunctionCall, IfStatement, IntegerLiteral, IterationStatement, Literal, LogicalExpression, NotEqual, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, WhileStatement, float(), input(), print()]"
py_check_age,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, Concatenation, CreatingList, CreatingString, DefiningStandardFunction, HandlingError, HandlingFunction, HandlingInput, HandlingInteger, HandlingList, HandlingSpecificError, HandlingStandardFunction, HandlingString, IfElseChecking, IndexingList, ManagingVariable, Printing, Python, SplittingString, TransformingToIntType]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, Error, ExceptionHandlingStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IfElifElseStatement, IfElseStatement, IndexError, IndexingExpression, IntegerLiteral, LargerOrEqual, LessOrEqual, ListLiteral, Literal, LiteralCollection, LogicalExpression, LogicalOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, StringMethod, SubscriptExpression, TryStatement, ValueError, and, input(), int(), print(), split()]"
py_check_age2,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, CheckingInWhileLoop, Concatenation, CreatingList, CreatingString, DefiningStandardFunction, HandlingError, HandlingFunction, HandlingInput, HandlingInteger, HandlingList, HandlingSpecificError, HandlingStandardFunction, HandlingString, IfElseChecking, IfElseCheckingInWhileLoop, IndexingList, ManagingVariable, NonNestedIteration, Printing, Python, SingleWhileLoopIteration, SplittingString, TransformingToIntType, UpdatingVariable]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanExpression, BooleanLiteral, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, Error, ExceptionHandlingStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IfElseStatement, IndexError, IndexingExpression, IntegerLiteral, IterationStatement, LargerOrEqual, LessOrEqual, ListLiteral, Literal, LiteralCollection, LogicalExpression, LogicalOperator, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, StringMethod, SubscriptExpression, TryStatement, ValueError, WhileStatement, and, input(), int(), not, print(), split()]"
py_check_product_code,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, CheckingInWhileLoop, CreatingString, DefiningStandardFunction, HandlingError, HandlingFunction, HandlingInput, HandlingSpecificError, HandlingStandardFunction, HandlingString, IfChecking, IfCheckingInWhileLoop, IfElseChecking, IndexingString, ManagingVariable, NonNestedIteration, Printing, Python, SingleWhileLoopIteration, UpdatingVariable, WhileLoopWith+=, WhileLoopWithUpdate]","[+, =, ==, ArtithmeticOperator, AssignmentStatement, AugmentedAssignmentStatement, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, Error, ExceptionHandlingStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IfStatement, IndexError, IndexingExpression, IntegerLiteral, IterationStatement, Literal, LogicalExpression, NotEqual, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, SubscriptExpression, TryStatement, WhileStatement, input(), print()]"
py_check_product_code2,"[AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, CheckingInWhileLoop, DefiningStandardFunction, HandlingError, HandlingFunction, HandlingInput, HandlingInteger, HandlingSpecificError, HandlingStandardFunction, HandlingString, IfChecking, IfCheckingInWhileLoop, IfElseChecking, IndexingString, ManagingVariable, NonNestedIteration, Printing, Python, SingleWhileLoopIteration, SlicingString, TransformingToIntType, UpdatingVariable, WhileLoopWith+=, WhileLoopWithUpdate]","[+, =, ==, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, AugmentedAssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ConditionalStatement, DefinitionStatement, Error, ExceptionHandlingStatement, ExpressionStatement, FunctionCall, FunctionDefinition, IfStatement, IndexError, IndexingExpression, IntegerLiteral, IterationStatement, LargerOrEqual, Literal, LogicalExpression, LogicalOperator, NotEqual, NumericLiteral, Operator, SimpleAssignmentStatement, SlicingExpression, Statement, StringLiteral, SubscriptExpression, TryStatement, ValueError, WhileStatement, and, input(), int(), print()]"
py_concat_char_two_str,"[Addition, ArithmeticOperation, CallingFunctionLibrary, CallingStandardFunction, Concatenation, DefiningStandardFunction, HandlingFunction, HandlingStandardFunction, HandlingString, IndexingString, Printing, Python, SlicingString]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, JumpStatement, Literal, Operator, ReturnStatement, SimpleAssignmentStatement, SlicingExpression, Statement, StringLiteral, SubscriptExpression, print()]"
py_concat_char_two_str2,"[AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, Concatenation, CreatingString, DefiningStandardFunction, HandlingFunction, HandlingStandardFunction, HandlingString, IndexingString, ManagingVariable, Printing, Python, ReplacingStringContent, SlicingString]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, DefinitionStatement, ExpressionStatement, FunctionCall, FunctionDefinition, JumpStatement, Literal, Operator, ReturnStatement, SimpleAssignmentStatement, SlicingExpression, Statement, StringLiteral, SubscriptExpression, print(), str()]"
py_concat_str_num,"[AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, Concatenation, CreatingString, HandlingFunction, HandlingStandardFunction, HandlingString, ManagingVariable, NestedFunctionCall, Printing, Python, TransformingToStringType]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, FunctionCall, IntegerLiteral, Literal, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, print(), str()]"
py_concat_str_num2,"[ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, Concatenation, CreatingString, HandlingFunction, HandlingStandardFunction, HandlingString, ManagingVariable, Multiplication, NestedFunctionCall, Printing, Python, TransformingToStringType]","[*, +, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, FunctionCall, IntegerLiteral, Literal, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, print(), str()]"
py_concat_string_num3,"[Addition, ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, Concatenation, CreatingString, HandlingFunction, HandlingStandardFunction, HandlingString, ManagingVariable, NestedFunctionCall, Printing, Python, TransformingToStringType, UpdatingVariable]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, FunctionCall, IntegerLiteral, Literal, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, print(), str()]"
py_digits,"[ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, Division, FindRemainder, HandlingFunction, HandlingStandardFunction, IfChecking, ManagingVariable, NonNestedIteration, Printing, Python, SingleWhileLoopIteration, UpdatingVariable]","[//, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ExpressionStatement, FunctionCall, IntegerLiteral, IterationStatement, Larger, LogicalExpression, Modulus, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, WhileStatement, print()]"
py_display_time2,"[ArithmeticOperation, AssigningVariable, CallingFunctionLibrary, CallingStandardFunction, Division, FindRemainder, HandlingFunction, HandlingInput, HandlingInteger, HandlingStandardFunction, ManagingVariable, Printing, Python, TransformingToIntType]","[//, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, BinaryOperation, BuiltInFunction, Call, ExpressionStatement, FunctionCall, IntegerLiteral, Literal, Modulus, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, input(), int(), print()]"
py_divisor,"[Addition, ArithmeticOperation, AssigningVariable, BooleanEvaluating, CallingFunctionLibrary, CallingStandardFunction, CheckingCondition, FindRemainder, HandlingFunction, HandlingStandardFunction, ManagingVariable, NonNestedIteration, Printing, Python, SingleWhileLoopIteration, UpdatingVariable, WhileLoopWith+=, WhileLoopWithUpdate]","[+, =, ArithmeticExpression, ArtithmeticOperator, AssignmentStatement, AugmentedAssignmentStatement, BinaryOperation, BooleanExpression, BuiltInFunction, Call, ComparisonExpression, ComparisonOperator, ExpressionStatement, FunctionCall, IntegerLiteral, IterationStatement, Literal, LogicalExpression, Modulus, NotEqual, NumericLiteral, Operator, SimpleAssignmentStatement, Statement, StringLiteral, WhileStatement, print()]"
